start_lng,start_lat,end_lng,end_lat,distance,line
558928.8378582693,255746.7286015926,557727.2277590531,254225.86055713706,2722.4781436717603,"(558928.8378582693, 255746.7286015926) -> (558928.8378582693, 254225.86055713706) -> (557727.2277590531, 254225.86055713706)"
562768.9188492032,254858.62312609795,562769.1509336326,254856.61820122413,2.2370093032950535,"(562768.9188492032, 254858.62312609795) -> (562768.9188492032, 254856.61820122413) -> (562769.1509336326, 254856.61820122413)"
557730.4771212792,254224.4511972256,558927.3454737696,255736.1980224792,2708.615177743952,"(557730.4771212792, 254224.4511972256) -> (557730.4771212792, 255736.1980224792) -> (558927.3454737696, 255736.1980224792)"
558936.1495448943,255747.1905809557,557727.4762363598,254234.85779584572,2721.006093644537,"(558936.1495448943, 255747.1905809557) -> (558936.1495448943, 254234.85779584572) -> (557727.4762363598, 254234.85779584572)"
556790.2296346447,255528.17292096466,556798.3056508941,255522.85835780762,13.390579406404868,"(556790.2296346447, 255528.17292096466) -> (556790.2296346447, 255522.85835780762) -> (556798.3056508941, 255522.85835780762)"
553758.213223001,259155.22558776103,553758.2000779547,259153.03632704262,2.202405764721334,"(553758.213223001, 259155.22558776103) -> (553758.213223001, 259153.03632704262) -> (553758.2000779547, 259153.03632704262)"
556785.1981170789,255526.10456073005,556787.5747433162,255531.49038514867,7.762450655922294,"(556785.1981170789, 255526.10456073005) -> (556785.1981170789, 255531.49038514867) -> (556787.5747433162, 255531.49038514867)"
557059.210851592,254948.21742150187,557059.2565605652,254951.31565239746,3.143939868779853,"(557059.210851592, 254948.21742150187) -> (557059.210851592, 254951.31565239746) -> (557059.2565605652, 254951.31565239746)"
557057.2897757333,254950.56590682548,557059.4672959821,254950.85063289385,2.462246317183599,"(557057.2897757333, 254950.56590682548) -> (557057.2897757333, 254950.85063289385) -> (557059.4672959821, 254950.85063289385)"
557463.5499014703,255836.83489931189,557496.1151075759,255844.7631804766,40.49348727031611,"(557463.5499014703, 255836.83489931189) -> (557463.5499014703, 255844.7631804766) -> (557496.1151075759, 255844.7631804766)"
557368.8193150767,260963.875056386,557345.3205978879,261493.3025751505,552.9262359533459,"(557368.8193150767, 260963.875056386) -> (557368.8193150767, 261493.3025751505) -> (557345.3205978879, 261493.3025751505)"
557338.4966745762,261490.14916493464,560796.2941561759,264285.29419924505,6252.942515910137,"(557338.4966745762, 261490.14916493464) -> (557338.4966745762, 264285.29419924505) -> (560796.2941561759, 264285.29419924505)"
558128.374464599,256421.16176176723,558256.2723041974,258272.96374171693,1979.699819548172,"(558128.374464599, 256421.16176176723) -> (558128.374464599, 258272.96374171693) -> (558256.2723041974, 258272.96374171693)"
558256.2466260948,258270.84876017272,557368.8193150767,260963.875056386,3580.4536072313786,"(558256.2466260948, 258270.84876017272) -> (558256.2466260948, 260963.875056386) -> (557368.8193150767, 260963.875056386)"
560796.2941561759,264285.29419924505,559056.299271109,257615.0600287877,8410.229055524222,"(560796.2941561759, 264285.29419924505) -> (560796.2941561759, 257615.0600287877) -> (559056.299271109, 257615.0600287877)"
560796.2941561759,264285.29419924505,559944.0472945484,264289.682608827,856.635271209525,"(560796.2941561759, 264285.29419924505) -> (560796.2941561759, 264289.682608827) -> (559944.0472945484, 264289.682608827)"
560796.2941561759,264285.29419924505,559056.299271109,257615.0600287877,8410.229055524222,"(560796.2941561759, 264285.29419924505) -> (560796.2941561759, 257615.0600287877) -> (559056.299271109, 257615.0600287877)"
559056.299271109,257615.0600287877,560796.2941561759,264285.29419924505,8410.229055524222,"(559056.299271109, 257615.0600287877) -> (559056.299271109, 264285.29419924505) -> (560796.2941561759, 264285.29419924505)"
559944.0472945484,264289.682608827,560796.2941561759,264285.29419924505,856.635271209525,"(559944.0472945484, 264289.682608827) -> (559944.0472945484, 264285.29419924505) -> (560796.2941561759, 264285.29419924505)"
557350.3288248092,257624.31674177665,556503.6311580719,258742.2742822813,1964.6552072418854,"(557350.3288248092, 257624.31674177665) -> (557350.3288248092, 258742.2742822813) -> (556503.6311580719, 258742.2742822813)"
557057.5136512883,254947.35485072713,557350.3288248092,257624.31674177665,2969.777064570342,"(557057.5136512883, 254947.35485072713) -> (557057.5136512883, 257624.31674177665) -> (557350.3288248092, 257624.31674177665)"
556947.9185032762,257926.58757921215,555013.5499284432,258280.07000563014,2287.8510012510233,"(556947.9185032762, 257926.58757921215) -> (556947.9185032762, 258280.07000563014) -> (555013.5499284432, 258280.07000563014)"
557045.5304640235,256756.80478815455,557730.7084331908,255135.2005492514,2306.782208070508,"(557045.5304640235, 256756.80478815455) -> (557045.5304640235, 255135.2005492514) -> (557730.7084331908, 255135.2005492514)"
557727.7607728982,255139.6881834315,557034.5775466489,256748.31258651055,2301.8076293283375,"(557727.7607728982, 255139.6881834315) -> (557727.7607728982, 256748.31258651055) -> (557034.5775466489, 256748.31258651055)"
557062.7368161399,254948.03078903817,555676.4105788169,263199.86417863145,9638.159626916284,"(557062.7368161399, 254948.03078903817) -> (557062.7368161399, 263199.86417863145) -> (555676.4105788169, 263199.86417863145)"
557067.4402586307,254947.31809109822,557061.9976040104,254953.19286619127,11.317429713322781,"(557067.4402586307, 254947.31809109822) -> (557067.4402586307, 254953.19286619127) -> (557061.9976040104, 254953.19286619127)"
556788.4333704964,255524.84331189655,556595.8620360488,255962.5891273087,630.3171498597367,"(556788.4333704964, 255524.84331189655) -> (556788.4333704964, 255962.5891273087) -> (556595.8620360488, 255962.5891273087)"
553754.4340801502,259155.52658580057,555007.3016340572,258281.20117272157,2127.192966985982,"(553754.4340801502, 259155.52658580057) -> (553754.4340801502, 258281.20117272157) -> (555007.3016340572, 258281.20117272157)"
557055.6504951137,254949.88855174463,557063.8547840753,254962.3480977025,20.66383491945453,"(557055.6504951137, 254949.88855174463) -> (557055.6504951137, 254962.3480977025) -> (557063.8547840753, 254962.3480977025)"
557521.4887315141,257686.78757599648,557522.1676351315,257686.15300570615,1.313473907765001,"(557521.4887315141, 257686.78757599648) -> (557521.4887315141, 257686.15300570615) -> (557522.1676351315, 257686.15300570615)"
557057.670396349,254947.40963862743,557061.215441732,254948.09492801875,4.230334774241783,"(557057.670396349, 254947.40963862743) -> (557057.670396349, 254948.09492801875) -> (557061.215441732, 254948.09492801875)"
556586.608925929,255953.21593890712,556585.4016251758,255958.51056995802,6.501931803999469,"(556586.608925929, 255953.21593890712) -> (556586.608925929, 255958.51056995802) -> (556585.4016251758, 255958.51056995802)"
557396.6483354958,258598.59387032874,557398.5051633924,258600.19777070638,3.460728274192661,"(557396.6483354958, 258598.59387032874) -> (557396.6483354958, 258600.19777070638) -> (557398.5051633924, 258600.19777070638)"
557338.0017745246,255397.93427829817,557052.2652973349,254949.81464959495,733.856105892919,"(557338.0017745246, 255397.93427829817) -> (557338.0017745246, 254949.81464959495) -> (557052.2652973349, 254949.81464959495)"
557209.7786025584,255314.72649041004,557157.4282591433,255293.82895686757,73.24787695764098,"(557209.7786025584, 255314.72649041004) -> (557209.7786025584, 255293.82895686757) -> (557157.4282591433, 255293.82895686757)"
557169.6495822128,255284.55833180994,557732.2442272359,255137.7711015977,709.3818752353545,"(557169.6495822128, 255284.55833180994) -> (557169.6495822128, 255137.7711015977) -> (557732.2442272359, 255137.7711015977)"
557051.8943149991,257344.83021707553,557199.997912576,256203.63676892966,1289.2970457227202,"(557051.8943149991, 257344.83021707553) -> (557051.8943149991, 256203.63676892966) -> (557199.997912576, 256203.63676892966)"
556366.9328816402,257342.90935479198,556365.6365111107,255118.00333622564,2226.2023890957935,"(556366.9328816402, 257342.90935479198) -> (556366.9328816402, 255118.00333622564) -> (556365.6365111107, 255118.00333622564)"
557178.6063362318,255304.56520194933,556368.0048563326,257341.40042962506,2847.4367075749906,"(557178.6063362318, 255304.56520194933) -> (557178.6063362318, 257341.40042962506) -> (556368.0048563326, 257341.40042962506)"
556975.4568945281,255745.05062336847,557123.9088119009,255646.4631973384,247.0393434028374,"(556975.4568945281, 255745.05062336847) -> (556975.4568945281, 255646.4631973384) -> (557123.9088119009, 255646.4631973384)"
556701.9981607369,256655.58755169995,554797.9104185381,258752.09630708303,4000.596497581806,"(556701.9981607369, 256655.58755169995) -> (556701.9981607369, 258752.09630708303) -> (554797.9104185381, 258752.09630708303)"
556363.0628855741,257337.38370684627,556884.8349722828,258207.4540476678,1391.8424275302095,"(556363.0628855741, 257337.38370684627) -> (556363.0628855741, 258207.4540476678) -> (556884.8349722828, 258207.4540476678)"
556973.9223128961,255742.72141602356,556974.5323434082,255739.91638806742,3.4150584682356566,"(556973.9223128961, 255742.72141602356) -> (556973.9223128961, 255739.91638806742) -> (556974.5323434082, 255739.91638806742)"
557239.1275995654,255619.0497827949,557244.5692072692,255630.9867754085,17.378600317402743,"(557239.1275995654, 255619.0497827949) -> (557239.1275995654, 255630.9867754085) -> (557244.5692072692, 255630.9867754085)"
557728.4955379848,255144.00718592294,557261.4224972964,255644.15922818892,967.2250829543918,"(557728.4955379848, 255144.00718592294) -> (557728.4955379848, 255644.15922818892) -> (557261.4224972964, 255644.15922818892)"
561331.5135633661,255739.56483005174,561330.0059756471,255739.5167352017,1.5556825690437108,"(561331.5135633661, 255739.56483005174) -> (561331.5135633661, 255739.5167352017) -> (561330.0059756471, 255739.5167352017)"
561328.7848619279,255742.7141051581,561332.4686238056,255740.02388010174,6.373986934078857,"(561328.7848619279, 255742.7141051581) -> (561328.7848619279, 255740.02388010174) -> (561332.4686238056, 255740.02388010174)"
557751.2488281261,253392.66187165398,558375.639617562,253124.01875407342,893.03390701639,"(557751.2488281261, 253392.66187165398) -> (557751.2488281261, 253124.01875407342) -> (558375.639617562, 253124.01875407342)"
557481.226105432,255143.71637275908,557063.211393172,254948.97438872326,612.7566962958081,"(557481.226105432, 255143.71637275908) -> (557481.226105432, 254948.97438872326) -> (557063.211393172, 254948.97438872326)"
557005.5914247459,256400.22024954204,557503.8643886546,255145.8921576338,1752.60105581698,"(557005.5914247459, 256400.22024954204) -> (557005.5914247459, 255145.8921576338) -> (557503.8643886546, 255145.8921576338)"
557060.1509652917,254945.93006446585,557063.1539003096,254943.76108955592,5.171909927856177,"(557060.1509652917, 254945.93006446585) -> (557060.1509652917, 254943.76108955592) -> (557063.1539003096, 254943.76108955592)"
556558.4011132865,253829.92796759773,556556.6096951439,253830.06794266123,1.9313932061195374,"(556558.4011132865, 253829.92796759773) -> (556558.4011132865, 253830.06794266123) -> (556556.6096951439, 253830.06794266123)"
556589.5954327862,255958.31995540112,556973.6656553947,255740.05110438727,602.3390736223664,"(556589.5954327862, 255958.31995540112) -> (556589.5954327862, 255740.05110438727) -> (556973.6656553947, 255740.05110438727)"
557068.139128663,254945.12484819163,556484.7707922055,255402.70569641236,1040.949184678262,"(557068.139128663, 254945.12484819163) -> (557068.139128663, 255402.70569641236) -> (556484.7707922055, 255402.70569641236)"
560070.6578235606,259929.646641762,556583.1286063467,260561.38414989505,4119.266725347028,"(560070.6578235606, 259929.646641762) -> (560070.6578235606, 260561.38414989505) -> (556583.1286063467, 260561.38414989505)"
565084.9566908431,266579.39950666483,559932.4599920942,262063.3214785466,9668.57472686714,"(565084.9566908431, 266579.39950666483) -> (565084.9566908431, 262063.3214785466) -> (559932.4599920942, 262063.3214785466)"
551588.1768179939,261389.49724083114,556742.154735015,259268.52357936464,7274.951578487642,"(551588.1768179939, 261389.49724083114) -> (551588.1768179939, 259268.52357936464) -> (556742.154735015, 259268.52357936464)"
557045.7364632937,257341.97016903758,557040.4052367795,257347.1207294548,10.481786931399256,"(557045.7364632937, 257341.97016903758) -> (557045.7364632937, 257347.1207294548) -> (557040.4052367795, 257347.1207294548)"
556368.916986915,255114.66362814233,557226.6393915081,255644.2038156474,1387.2625920980936,"(556368.916986915, 255114.66362814233) -> (556368.916986915, 255644.2038156474) -> (557226.6393915081, 255644.2038156474)"
557523.1161227124,257677.68727975246,556360.161445774,257339.70080769155,1500.9411489992635,"(557523.1161227124, 257677.68727975246) -> (557523.1161227124, 257339.70080769155) -> (556360.161445774, 257339.70080769155)"
556586.6027544531,255957.1679294519,556970.6115369793,255735.54103689827,605.6356750798877,"(556586.6027544531, 255957.1679294519) -> (556586.6027544531, 255735.54103689827) -> (556970.6115369793, 255735.54103689827)"
552960.1756112699,260674.4312813552,552101.2683353012,259750.8345368188,1782.5040205051191,"(552960.1756112699, 260674.4312813552) -> (552960.1756112699, 259750.8345368188) -> (552101.2683353012, 259750.8345368188)"
557057.8078537338,254946.55539751146,556484.7707922055,255402.70569641236,1029.187360429205,"(557057.8078537338, 254946.55539751146) -> (557057.8078537338, 255402.70569641236) -> (556484.7707922055, 255402.70569641236)"
557511.3955703947,257686.9174575489,557046.0427504187,257351.0041300552,801.2661474697525,"(557511.3955703947, 257686.9174575489) -> (557511.3955703947, 257351.0041300552) -> (557046.0427504187, 257351.0041300552)"
557040.2338676734,257349.53367069736,557513.2231198408,257683.17807972617,806.6336611962179,"(557040.2338676734, 257349.53367069736) -> (557040.2338676734, 257683.17807972617) -> (557513.2231198408, 257683.17807972617)"
557040.8232826113,257337.95285293926,557350.3288248092,257624.31674177665,595.8694310352439,"(557040.8232826113, 257337.95285293926) -> (557040.8232826113, 257624.31674177665) -> (557350.3288248092, 257624.31674177665)"
557026.6699088372,257334.13551173545,555140.061508196,257297.37502138503,1923.3688909915509,"(557026.6699088372, 257334.13551173545) -> (557026.6699088372, 257297.37502138503) -> (555140.061508196, 257297.37502138503)"
555138.4185492703,257313.09962633997,557042.8382538558,257350.00154393446,1941.321622180054,"(555138.4185492703, 257313.09962633997) -> (555138.4185492703, 257350.00154393446) -> (557042.8382538558, 257350.00154393446)"
556545.1223123627,258396.77418656182,556355.8269094867,257345.0317356065,1241.037853831309,"(556545.1223123627, 258396.77418656182) -> (556545.1223123627, 257345.0317356065) -> (556355.8269094867, 257345.0317356065)"
553558.1380712825,258224.47498687077,553756.9593737284,259152.35728888307,1126.7036044581328,"(553558.1380712825, 258224.47498687077) -> (553558.1380712825, 259152.35728888307) -> (553756.9593737284, 259152.35728888307)"
565049.216806107,266123.4092663508,565047.2712647415,266126.5350669874,5.071342002018355,"(565049.216806107, 266123.4092663508) -> (565049.216806107, 266126.5350669874) -> (565047.2712647415, 266126.5350669874)"
552468.8862737461,261985.79789138678,556761.1850570014,259275.76396743394,7002.332707208116,"(552468.8862737461, 261985.79789138678) -> (552468.8862737461, 259275.76396743394) -> (556761.1850570014, 259275.76396743394)"
565047.5806043332,266122.73022470344,564694.021676925,265569.5616855407,906.7274665709119,"(565047.5806043332, 266122.73022470344) -> (565047.5806043332, 265569.5616855407) -> (564694.021676925, 265569.5616855407)"
551587.831847546,261391.1321344925,556750.0074822804,259264.65741674695,7288.65035247989,"(551587.831847546, 261391.1321344925) -> (551587.831847546, 259264.65741674695) -> (556750.0074822804, 259264.65741674695)"
557515.5731149367,257686.5233412236,557523.6056250703,257683.95573723596,10.600114121218212,"(557515.5731149367, 257686.5233412236) -> (557515.5731149367, 257683.95573723596) -> (557523.6056250703, 257683.95573723596)"
557059.5565633036,254946.45288339257,557055.6363215614,254952.44905597717,9.91641432675533,"(557059.5565633036, 254946.45288339257) -> (557059.5565633036, 254952.44905597717) -> (557055.6363215614, 254952.44905597717)"
557759.3941880142,253383.89691955037,557751.0641455961,253397.89506737236,22.328190240077674,"(557759.3941880142, 253383.89691955037) -> (557759.3941880142, 253397.89506737236) -> (557751.0641455961, 253397.89506737236)"
556950.2846602885,257927.7061313223,557198.5595079218,256195.5553172743,1980.4256616813364,"(556950.2846602885, 257927.7061313223) -> (556950.2846602885, 256195.5553172743) -> (557198.5595079218, 256195.5553172743)"
557064.2814507935,254952.14112710487,557062.1946928827,254950.2788204141,3.949064601561986,"(557064.2814507935, 254952.14112710487) -> (557064.2814507935, 254950.2788204141) -> (557062.1946928827, 254950.2788204141)"
557062.5000734379,254946.38081947714,557057.0167784536,254950.06647545565,9.16895096283406,"(557062.5000734379, 254946.38081947714) -> (557062.5000734379, 254950.06647545565) -> (557057.0167784536, 254950.06647545565)"
557057.1361887178,254948.52584408037,557204.0952310609,256339.68732152134,1538.1205197840463,"(557057.1361887178, 254948.52584408037) -> (557057.1361887178, 256339.68732152134) -> (557204.0952310609, 256339.68732152134)"
556950.6588047355,257936.14598212298,557730.3804994338,255150.60199504718,3565.2656817741226,"(556950.6588047355, 257936.14598212298) -> (556950.6588047355, 255150.60199504718) -> (557730.3804994338, 255150.60199504718)"
557053.2648793163,254947.99080541637,557178.8642352287,255294.67459637858,472.2831468746299,"(557053.2648793163, 254947.99080541637) -> (557053.2648793163, 255294.67459637858) -> (557178.8642352287, 255294.67459637858)"
556788.588856952,255532.2825108068,556792.7249795798,255531.90679361485,4.511839819722809,"(556788.588856952, 255532.2825108068) -> (556788.588856952, 255531.90679361485) -> (556792.7249795798, 255531.90679361485)"
556558.9675394606,253832.0028054379,559108.2657736043,254424.8938905727,3142.189319278463,"(556558.9675394606, 253832.0028054379) -> (556558.9675394606, 254424.8938905727) -> (559108.2657736043, 254424.8938905727)"
557056.0333782424,257357.90607813373,557720.3981566171,255148.2076612655,2874.0631952428957,"(557056.0333782424, 257357.90607813373) -> (557056.0333782424, 255148.2076612655) -> (557720.3981566171, 255148.2076612655)"
557061.4280617083,254937.75927313138,557061.3534164261,254947.33345311973,9.648825270589441,"(557061.4280617083, 254937.75927313138) -> (557061.4280617083, 254947.33345311973) -> (557061.3534164261, 254947.33345311973)"
556852.2818835633,258750.6661147708,559106.2150032552,254424.38526678644,6580.2139676762745,"(556852.2818835633, 258750.6661147708) -> (556852.2818835633, 254424.38526678644) -> (559106.2150032552, 254424.38526678644)"
557059.5317288502,254952.2047016751,557058.3674962728,254950.00328667276,3.365647579776123,"(557059.5317288502, 254952.2047016751) -> (557059.5317288502, 254950.00328667276) -> (557058.3674962728, 254950.00328667276)"
557322.1736528366,254298.8573885765,557410.4703576539,255842.74991903733,1632.1892352781724,"(557322.1736528366, 254298.8573885765) -> (557322.1736528366, 255842.74991903733) -> (557410.4703576539, 255842.74991903733)"
556593.307764036,255958.48457755987,556975.247145033,255743.14075489528,597.2832036615582,"(556593.307764036, 255958.48457755987) -> (556593.307764036, 255743.14075489528) -> (556975.247145033, 255743.14075489528)"
556793.3861537634,255530.62287430186,556793.314466107,255525.44676811993,5.247793838265352,"(556793.3861537634, 255530.62287430186) -> (556793.3861537634, 255525.44676811993) -> (556793.314466107, 255525.44676811993)"
555912.0124533972,258091.89795362297,556363.3135070269,255119.64922661986,3423.549780632835,"(555912.0124533972, 258091.89795362297) -> (555912.0124533972, 255119.64922661986) -> (556363.3135070269, 255119.64922661986)"
565084.0556732347,266584.24601604603,565088.0653417998,266585.39668098,5.160333498963155,"(565084.0556732347, 266584.24601604603) -> (565084.0556732347, 266585.39668098) -> (565088.0653417998, 266585.39668098)"
556978.815479715,255745.51426776778,558935.8448160018,255748.71361318696,1960.2286817060085,"(556978.815479715, 255745.51426776778) -> (556978.815479715, 255748.71361318696) -> (558935.8448160018, 255748.71361318696)"
556214.9766161442,262362.112139117,557046.6219108641,256131.36993623804,7062.387497598887,"(556214.9766161442, 262362.112139117) -> (556214.9766161442, 256131.36993623804) -> (557046.6219108641, 256131.36993623804)"
557266.677436649,260076.111864049,558197.273541276,256506.4502523644,4500.2577163116075,"(557266.677436649, 260076.111864049) -> (557266.677436649, 256506.4502523644) -> (558197.273541276, 256506.4502523644)"
556947.9167129485,257933.89775430225,557197.6522474273,256234.4490529904,1949.184235790628,"(556947.9167129485, 257933.89775430225) -> (556947.9167129485, 256234.4490529904) -> (557197.6522474273, 256234.4490529904)"
556210.1932097342,262365.4418859063,555663.5905722926,260973.50541346613,1938.5391098817345,"(556210.1932097342, 262365.4418859063) -> (556210.1932097342, 260973.50541346613) -> (555663.5905722926, 260973.50541346613)"
556214.4490039058,262366.7720907014,556212.5662058196,262365.48404867295,3.170840114587918,"(556214.4490039058, 262366.7720907014) -> (556214.4490039058, 262365.48404867295) -> (556212.5662058196, 262365.48404867295)"
556216.374552956,262355.5918786498,556209.2634451046,262361.8477786109,13.367007812485099,"(556216.374552956, 262355.5918786498) -> (556216.374552956, 262361.8477786109) -> (556209.2634451046, 262361.8477786109)"
554561.1665963414,257637.07352969982,553553.2777798234,258224.72693901788,1595.5422258360777,"(554561.1665963414, 257637.07352969982) -> (554561.1665963414, 258224.72693901788) -> (553553.2777798234, 258224.72693901788)"
556424.0320256625,261477.9601151636,557263.5055878476,255622.32842462324,6695.105252725421,"(556424.0320256625, 261477.9601151636) -> (556424.0320256625, 255622.32842462324) -> (557263.5055878476, 255622.32842462324)"
557245.2790555126,255656.40151939262,556427.2320238343,261480.96624328475,6642.611755570513,"(557245.2790555126, 255656.40151939262) -> (557245.2790555126, 261480.96624328475) -> (556427.2320238343, 261480.96624328475)"
556484.7707922055,255402.70569641236,556428.8877908586,261472.23667402845,6125.413978962926,"(556484.7707922055, 255402.70569641236) -> (556484.7707922055, 261472.23667402845) -> (556428.8877908586, 261472.23667402845)"
556421.9916622413,261478.99211244937,556484.7707922055,255402.70569641236,6139.065546001191,"(556421.9916622413, 261478.99211244937) -> (556421.9916622413, 255402.70569641236) -> (556484.7707922055, 255402.70569641236)"
556949.4884882681,257922.60830851644,557350.3288248092,257624.31674177665,699.1319032808533,"(556949.4884882681, 257922.60830851644) -> (556949.4884882681, 257624.31674177665) -> (557350.3288248092, 257624.31674177665)"
558255.5706938179,258274.6559300581,557244.5436449501,255675.0707054846,3610.6122734412784,"(558255.5706938179, 258274.6559300581) -> (558255.5706938179, 255675.0707054846) -> (557244.5436449501, 255675.0707054846)"
557061.6302387685,254948.51935415436,557057.791038267,254951.19394275453,6.51378910173662,"(557061.6302387685, 254948.51935415436) -> (557061.6302387685, 254951.19394275453) -> (557057.791038267, 254951.19394275453)"
557053.6772985013,254947.98850683589,557056.0367939337,254952.8550078366,7.225996433175169,"(557053.6772985013, 254947.98850683589) -> (557053.6772985013, 254952.8550078366) -> (557056.0367939337, 254952.8550078366)"
557059.2240390335,254948.0318099521,557061.8051794849,254951.83951060567,6.3888411049265414,"(557059.2240390335, 254948.0318099521) -> (557059.2240390335, 254951.83951060567) -> (557061.8051794849, 254951.83951060567)"
557055.4634940467,254952.060389244,557057.5592575504,254950.43452838808,3.7216243596049026,"(557055.4634940467, 254952.060389244) -> (557055.4634940467, 254950.43452838808) -> (557057.5592575504, 254950.43452838808)"
557060.2781303793,254945.78092538472,556790.9734929155,255531.4898783462,855.0135904252529,"(557060.2781303793, 254945.78092538472) -> (557060.2781303793, 255531.4898783462) -> (556790.9734929155, 255531.4898783462)"
556792.969954029,255524.873532434,556793.0044288973,255525.9494590955,1.1104015298187733,"(556792.969954029, 255524.873532434) -> (556792.969954029, 255525.9494590955) -> (556793.0044288973, 255525.9494590955)"
557064.5705882271,254950.43256588466,557037.6694807081,256749.48278310802,1825.9513247424038,"(557064.5705882271, 254950.43256588466) -> (557064.5705882271, 256749.48278310802) -> (557037.6694807081, 256749.48278310802)"
557039.3142954629,256756.31994537544,557460.2039999053,255143.20157315955,2034.0080766582396,"(557039.3142954629, 256756.31994537544) -> (557039.3142954629, 255143.20157315955) -> (557460.2039999053, 255143.20157315955)"
557362.6558299323,259850.69104866963,557350.3288248092,257624.31674177665,2238.7013120161137,"(557362.6558299323, 259850.69104866963) -> (557362.6558299323, 257624.31674177665) -> (557350.3288248092, 257624.31674177665)"
556360.8489810651,257343.11080172192,557489.5878295058,255138.4751744829,3333.3744756797096,"(556360.8489810651, 257343.11080172192) -> (556360.8489810651, 255138.4751744829) -> (557489.5878295058, 255138.4751744829)"
557449.6106794269,255846.50416942034,556582.222417405,260556.93638559617,5577.820478197769,"(557449.6106794269, 255846.50416942034) -> (557449.6106794269, 260556.93638559617) -> (556582.222417405, 260556.93638559617)"
556976.6066594454,255742.13125897013,557065.397862814,254948.31282249372,882.6096398449736,"(556976.6066594454, 255742.13125897013) -> (556976.6066594454, 254948.31282249372) -> (557065.397862814, 254948.31282249372)"
556369.1028446341,255112.3247955963,557727.4451192692,254221.4064484574,2249.2606217740104,"(556369.1028446341, 255112.3247955963) -> (556369.1028446341, 254221.4064484574) -> (557727.4451192692, 254221.4064484574)"
558932.214298183,255747.89804443158,556370.2025806986,255120.68633719347,3189.2234247224405,"(558932.214298183, 255747.89804443158) -> (558932.214298183, 255120.68633719347) -> (556370.2025806986, 255120.68633719347)"
556588.37621578,255958.9762073895,557062.6486967029,254947.5303272931,1485.7183610192733,"(556588.37621578, 255958.9762073895) -> (556588.37621578, 254947.5303272931) -> (557062.6486967029, 254947.5303272931)"
558929.5028299592,255746.09422916826,561604.1643238459,255375.49442741927,3045.261295635719,"(558929.5028299592, 255746.09422916826) -> (558929.5028299592, 255375.49442741927) -> (561604.1643238459, 255375.49442741927)"
